index,title,artist,release_date,genre,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion,features
462,Ik Ga Zwemmen,Mart Hoogkamer,2021,carnaval,0,69,0.471,0.891,1,-3.848,1,0.142,0.203,0,0.332,0.885,200.039,4,Surprise,5
463,Omlaag,Gio,2015,dutch hip hop,1,53,0.772,0.925,10,-3.297,1,0.0442,0.0182,3.92E-05,0.286,0.742,105.226,4,Surprise,4
463,Omlaag,Keizer,2015,dutch hip hop,1,53,0.772,0.925,10,-3.297,1,0.0442,0.0182,3.92E-05,0.286,0.742,105.226,4,Surprise,4
463,Omlaag,Freddy Moreira,2015,dutch hip hop,1,53,0.772,0.925,10,-3.297,1,0.0442,0.0182,3.92E-05,0.286,0.742,105.226,4,Surprise,4
464,Only Girl (In The World),Rihanna,2010,barbadian pop,0,75,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71E-05,0.0586,0.638,125.911,4,Surprise,2
465,One Minute Man (feat. Ludacris),Missy Elliott,2001,dance pop,1,58,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97E-06,0.152,0.57,93.839,4,Surprise,4
465,One Minute Man (feat. Ludacris),Ludacris,2001,dance pop,1,58,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97E-06,0.152,0.57,93.839,4,Surprise,4
466,Mundian to Bach Ke,Panjabi MC,2003,bhangra,0,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,4,Surprise,2
467,Beat It,Michael Jackson,1982,pop,0,61,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,4,Neutral,2
468,I'm So Excited,The Pointer Sisters,1989,dance pop,0,51,0.581,0.7,7,-10.723,0,0.0377,0.107,0.0031,0.118,0.924,182.415,4,Neutral,2
469,What I Like About You,The Romantics,1990,album rock,0,65,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34E-05,0.171,0.92,159.81,4,Neutral,6
470,Down Under,Men At Work,1996,album rock,0,72,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,4,Neutral,2
471,Should I Stay or Should I Go - Remastered,The Clash,1982,classic rock,0,79,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4,Neutral,5
472,We Built This City,Starship,1985,album rock,0,0,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,4,Neutral,1
473,Jump,Van Halen,1984,album rock,0,0,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,4,Neutral,1
474,Rock the Casbah,The Clash,1982,classic rock,0,4,0.793,0.83,9,-12.055,0,0.0687,0.329,0,0.106,0.841,129.046,4,Neutral,2
475,Burning Down the House,Talking Heads,1983,art punk,0,65,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,4,Neutral,2
476,Walk This Way (feat. Aerosmith),Run–D.M.C.,1986,east coast hip hop,0,71,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4,Neutral,6
476,Walk This Way (feat. Aerosmith),Aerosmith,1986,east coast hip hop,0,71,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4,Neutral,6
477,White Wedding - Part 1 - 2001- Remaster,Billy Idol,1982,album rock,0,0,0.634,0.804,9,-6.74,1,0.0329,0.00363,0.00499,0.347,0.719,147.335,4,Neutral,1
478,Eye of the Tiger,Survivor,2006,album rock,0,52,0.824,0.556,0,-10.711,0,0.033,0.146,0.000394,0.0839,0.566,108.858,4,Neutral,2
479,Sharp Dressed Man - 2008 Remaster,ZZ Top,1983,album rock,0,73,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,4,Neutral,6
480,Centerfold,The J. Geils Band,2011,album rock,0,43,0.677,0.863,0,-5.649,1,0.0433,0.236,0,0.258,0.875,114.328,4,Neutral,5
481,It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,1987,alternative rock,0,69,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,4,Neutral,6
482,Round and Round,Ratt,1984,album rock,0,65,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11E-05,0.0852,0.491,126.538,4,Neutral,6
483,Living After Midnight,Judas Priest,1980,album rock,0,63,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75E-06,0.0606,0.819,134.992,4,Neutral,5
484,Rainbow in the Dark,Dio,1983,album rock,0,60,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,4,Neutral,2
485,Highway to Hell,AC/DC,1979,australian rock,0,84,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,Neutral,2
486,Runnin' With The Devil,Van Halen,1978,album rock,0,0,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,4,Neutral,2
487,Age of Consent - 2015 Remaster,New Order,1983,art rock,0,66,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,4,Neutral,5
488,Lovin' Every Minute of It,Loverboy,1985,album rock,0,53,0.523,0.69,9,-13.527,1,0.0414,0.21,0,0.243,0.845,173.266,4,Neutral,6
489,Uptown Funk (feat. Bruno Mars),Mark Ronson,2015,dance pop,0,82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,4,Neutral,5
489,Uptown Funk (feat. Bruno Mars),Bruno Mars,2015,dance pop,0,82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,4,Neutral,5
490,Push It,Salt-N-Pepa,1986,dance pop,0,0,0.926,0.6,7,-12.485,1,0.0883,0.00684,0.00187,0.0901,0.97,127.247,4,Neutral,1
491,Raise Your Hands,Bon Jovi,1986,glam metal,0,0,0.451,0.957,2,-3.166,1,0.0471,0.0619,0.00213,0.07,0.519,136.31,4,Neutral,1
492,Paranoid - 2012 - Remaster,Black Sabbath,1970,album rock,0,70,0.412,0.658,4,-12.051,0,0.0708,4.52E-05,0.000774,0.176,0.454,163.071,4,Neutral,2
493,We Will Rock You - Remastered 2011,Queen,1977,classic rock,0,69,0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,4,Neutral,3
494,"Mighty Wings - From ""Top Gun"" Original Soundtrack",Cheap Trick,1999,album rock,0,50,0.467,0.937,5,-8.285,1,0.0483,0.0269,0,0.235,0.848,158.071,4,Neutral,6
495,I Wanna Rock,Twisted Sister,1984,album rock,0,70,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,4,Neutral,5
496,Superstition,Stevie Wonder,2007,funk,0,0,0.648,0.751,8,-8.582,1,0.0806,0.0182,0.000401,0.0418,0.863,100.437,4,Neutral,1
497,Rock the Night,Europe,1986,album rock,0,62,0.57,0.931,4,-5.78,0,0.0503,0.0429,0,0.375,0.4,105.37,4,Neutral,2
498,More Than a Feeling,Boston,1976,album rock,0,78,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4,Neutral,6
499,Love Removal Machine,The Cult,1987,album rock,0,1,0.335,0.834,7,-7.829,1,0.0937,0.00205,0.000225,0.124,0.62,137.059,4,Neutral,1
500,Highway Star,Deep Purple,1972,album rock,0,58,0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,4,Neutral,2
501,I Can't Drive 55,Sammy Hagar,1984,album rock,0,62,0.537,0.645,9,-12.362,1,0.0308,0.00214,3.21E-05,0.0911,0.848,133.745,4,Neutral,6
502,Thunderstruck,AC/DC,1990,australian rock,0,82,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,Neutral,5
503,Lookin' Out My Back Door,Creedence Clearwater Revival,1970,classic rock,0,68,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,4,Neutral,6
504,Ramblin' Man,Allman Brothers Band,1973,album rock,0,0,0.309,0.831,1,-8.288,1,0.036,0.488,0.00304,0.286,0.934,181.145,4,Neutral,1
505,We Want Eazy,Eazy-E,1988,g funk,0,20,0.742,0.78,7,-7.279,1,0.225,0.0258,0,0.366,0.513,95.104,4,Neutral,1
505,We Want Eazy,MC Ren,1988,g funk,0,20,0.742,0.78,7,-7.279,1,0.225,0.0258,0,0.366,0.513,95.104,4,Neutral,1
505,We Want Eazy,Dr. Dre,1988,g funk,0,20,0.742,0.78,7,-7.279,1,0.225,0.0258,0,0.366,0.513,95.104,4,Neutral,1
506,Immigrant Song - 1990 Remaster,Led Zeppelin,1970,album rock,0,3,0.574,0.926,11,-10.79,1,0.0562,0.00031,0.478,0.386,0.609,113.097,4,Neutral,1
507,Real World,Matchbox Twenty,1996,neo mellow,0,61,0.504,0.761,10,-5.446,1,0.0437,0.00628,0,0.0892,0.884,117.999,4,Neutral,6
508,Wild Child,W.A.S.P.,1985,album rock,0,0,0.357,0.897,1,-6.37,1,0.0452,0.00938,0.00107,0.318,0.406,146.272,4,Neutral,1
509,You Give Love A Bad Name,Bon Jovi,1986,glam metal,0,0,0.537,0.959,0,-3.002,0,0.0557,0.0704,1.80E-06,0.382,0.828,122.806,4,Neutral,2
510,You've Got Another Thing Coming,Judas Priest,1982,album rock,0,66,0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33E-06,0.104,0.532,138.225,4,Neutral,2
511,Hang Tough,Tesla,1989,album rock,0,41,0.375,0.856,11,-8.334,0,0.0614,0.041,1.44E-06,0.0949,0.205,91.049,4,Neutral,2
512,U Can't Touch This,MC Hammer,2008,hip hop,0,27,0.863,0.462,11,-15.241,0,0.0884,0.00336,0.000875,0.0959,0.853,133.16,4,Neutral,2
513,Jump,Kris Kross,2014,hip hop,0,27,0.75,0.83,2,-7.791,1,0.154,0.000532,0.000722,0.339,0.474,101.97,4,Neutral,5
514,Learn to Fly,Foo Fighters,2014,alternative metal,0,28,0.439,0.931,11,-2.59,0,0.0473,1.92E-05,1.21E-05,0.193,0.527,135.944,4,Neutral,2
515,Rapper's Delight,The Sugarhill Gang,2005,east coast hip hop,0,54,0.9,0.845,11,-7.306,0,0.257,0.465,0,0.0724,0.914,111.187,4,Neutral,2
516,The Boys Are Back In Town,Thin Lizzy,1976,album rock,0,73,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,4,Neutral,6
517,Danger On the Track,Europe,1986,album rock,0,40,0.532,0.861,6,-5.111,0,0.0533,0.0855,0,0.118,0.513,96.842,4,Neutral,2
518,Safe And Sound,Capital Cities,2013,metropopolis,0,82,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,Neutral,5
519,Oye Como Va,Santana,1970,blues rock,0,0,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,Neutral,1
520,Hip To Be Square,Huey Lewis & The News,1986,album rock,0,66,0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873,4,Neutral,6
521,Nothin' But A Good Time - Remastered 2006,Poison,2009,album rock,0,49,0.57,0.973,1,-2.771,1,0.0763,0.0182,0,0.203,0.557,129.073,4,Neutral,5
522,Panama - 2015 Remaster,Van Halen,1984,album rock,0,72,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75E-05,0.0744,0.451,141.167,4,Neutral,6
523,Twistin' the Night Away,Sam Cooke,1962,adult standards,0,62,0.458,0.801,9,-7.83,1,0.0565,0.691,0,0.328,0.93,160.547,4,Neutral,6
524,We're Not Gonna Take It,Twisted Sister,1984,album rock,0,73,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,4,Neutral,5
525,"Living in America - From ""Rocky IV"" Soundtrack",James Brown,1985,funk,0,55,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,4,Neutral,5
526,Peace of Mind,Boston,1976,album rock,0,68,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99E-05,0.211,0.684,127.678,4,Neutral,5
527,Masters and Slaves,Y&T,1984,album rock,0,0,0.477,0.94,7,-4.838,0,0.066,0.000702,3.61E-05,0.467,0.461,125.842,4,Neutral,2
528,Bad Moon Rising,Creedence Clearwater Revival,1969,classic rock,0,0,0.641,0.774,2,-5.916,1,0.0278,0.0543,1.05E-05,0.0473,0.942,89.787,4,Neutral,1
529,No One Like You,Scorpions,1982,album rock,0,64,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21E-05,0.141,0.835,118.178,4,Neutral,2
530,Fortunate Son,Creedence Clearwater Revival,1969,classic rock,0,80,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4,Neutral,5
531,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,1965,british invasion,0,77,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,Neutral,5
532,I Fought the Law,The Clash,2013,classic rock,0,62,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12E-05,0.14,0.883,151.279,4,Neutral,5
533,Working Man,Rush,1974,album rock,0,60,0.202,0.835,9,-11.04,1,0.0599,0.00383,0.0388,0.126,0.661,156.883,4,Neutral,6
534,Limelight,Rush,1981,album rock,0,64,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,4,Neutral,2
535,Tom Sawyer,Rush,1981,album rock,0,71,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,Neutral,6
536,One Piece at a Time,Johnny Cash,1976,arkansas country,0,57,0.721,0.539,10,-14.064,1,0.351,0.685,0,0.282,0.963,102.648,4,Neutral,6
536,One Piece at a Time,Tennessee Three,1976,arkansas country,0,57,0.721,0.539,10,-14.064,1,0.351,0.685,0,0.282,0.963,102.648,4,Neutral,6
537,Hip Hop Hooray,Naughty By Nature,1993,east coast hip hop,0,0,0.862,0.642,6,-13.652,0,0.101,0.102,0,0.272,0.765,99.201,4,Neutral,2
538,O.P.P,Naughty By Nature,1991,east coast hip hop,0,0,0.848,0.838,4,-11.949,0,0.0723,0.0326,4.63E-06,0.124,0.774,97.735,4,Neutral,2
539,I Wish,Skee-Lo,1995,hip hop,0,64,0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,4,Neutral,6
540,Same Song - Edit Version,Digital Underground,2003,conscious hip hop,0,0,0.813,0.687,1,-10.178,1,0.152,0.0562,0,0.113,0.733,103.196,4,Neutral,1
541,All Day And All Of The Night,The Kinks,2009,album rock,0,0,0.552,0.957,7,-5,1,0.108,0.455,0.000161,0.0665,0.533,136.975,4,Neutral,1
542,Motownphilly,Boyz II Men,1991,boy band,0,59,0.754,0.857,2,-9.699,1,0.0605,0.0143,2.14E-05,0.278,0.785,114.144,4,Neutral,5
543,Rock Around the Clock,Johnny Farago,2011,chanson quebecois,0,44,0.538,0.614,2,-8.054,1,0.143,0.553,0.156,0.0756,0.811,181.889,4,Neutral,5
544,Roll Over Beethoven - Single Version,Chuck Berry,2006,blues rock,0,0,0.722,0.88,3,-6.559,1,0.207,0.834,0,0.275,0.837,92.644,4,Neutral,1
545,Blitzkrieg Bop - 2016 Remaster,Ramones,1976,classic rock,0,71,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,4,Neutral,6
546,Kung Fu Fighting,Carl Douglas,2001,disco,0,68,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.84E-05,0.289,0.59,102.035,4,Neutral,5
547,Bring The Noise,Anthrax,1991,album rock,0,55,0.601,0.831,2,-8.582,1,0.17,0.00086,0,0.102,0.296,120.962,4,Neutral,5
547,Bring The Noise,Public Enemy,1991,album rock,0,55,0.601,0.831,2,-8.582,1,0.17,0.00086,0,0.102,0.296,120.962,4,Neutral,5
548,The House Is Rockin',Stevie Ray Vaughan,2006,album rock,0,33,0.336,0.941,4,-8.606,1,0.0455,0.107,0.00431,0.316,0.932,172.333,4,Neutral,1
549,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,2006,adult standards,0,67,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,4,Neutral,5
550,Kryptonite,3 Doors Down,2000,alternative metal,0,79,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.10E-05,0.168,0.543,99.009,4,Neutral,2
551,Peaches,The Presidents Of The United States Of America,1995,alternative metal,0,64,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,4,Neutral,2
552,Rock And Roll All Nite,KISS,1975,album rock,0,75,0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,4,Neutral,5
553,Detroit Rock City,KISS,1988,album rock,0,60,0.479,0.847,0,-11.036,0,0.0984,0.00884,0.000206,0.144,0.317,90.654,4,Neutral,2
554,Think,The Blues Brothers,1980,blues,0,55,0.653,0.836,5,-5.594,1,0.188,0.495,0.000232,0.24,0.713,128.628,4,Neutral,6
554,Think,Aretha Franklin,1980,blues,0,55,0.653,0.836,5,-5.594,1,0.188,0.495,0.000232,0.24,0.713,128.628,4,Neutral,6
555,"Signed, Sealed, Delivered (I'm Yours)",Stevie Wonder,1970,funk,0,0,0.672,0.595,5,-11.227,1,0.0331,0.0518,0,0.0882,0.871,108.897,4,Neutral,1
556,Disco Inferno,The Trammps,2016,disco,0,61,0.676,0.704,10,-8.534,1,0.0329,0.000362,0.0709,0.139,0.812,129.594,4,Neutral,6
557,Takin' Care Of Business,Bachman-Turner Overdrive,2005,album rock,0,0,0.734,0.794,10,-12.107,1,0.0659,0.0782,3.01E-06,0.156,0.962,132.028,4,Neutral,1
558,Heavy Metal Love,Helix,2010,album rock,0,22,0.429,0.846,6,-7.103,0,0.0696,0.000272,0.000505,0.647,0.769,123.927,4,Neutral,2
559,Jungle Boogie,Kool & The Gang,1973,disco,0,0,0.806,0.838,5,-8.717,1,0.114,0.103,0.000171,0.315,0.706,107.898,4,Neutral,1
560,Ain't No Mountain High Enough,Marvin Gaye,1967,classic soul,0,0,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,Neutral,1
560,Ain't No Mountain High Enough,Tammi Terrell,1967,classic soul,0,0,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,Neutral,1
561,Centerfield,John Fogerty,1985,blues rock,0,0,0.81,0.928,7,-5.319,1,0.0491,0.155,1.47E-06,0.0598,0.973,142.405,4,Neutral,1
562,The Stroke - Remastered,Billy Squier,1981,album rock,0,68,0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,4,Neutral,6
563,Fool for the City,Foghat,1975,album rock,0,43,0.348,0.977,0,-2.113,1,0.131,0.000496,0.000642,0.239,0.463,140.046,4,Neutral,5
564,"When the Going Gets Tough, The Tough Get Going",Billy Ocean,2010,disco,0,64,0.755,0.763,4,-6.318,1,0.0473,0.405,0,0.318,0.932,122.045,4,Neutral,5
565,1985,Bowling For Soup,2004,comic,0,57,0.607,0.878,4,-4.422,1,0.0665,0.000246,0,0.337,0.853,119.955,4,Neutral,5
566,When I Come Around,Green Day,1994,permanent wave,0,74,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,4,Neutral,6
567,One Week,Barenaked Ladies,1998,canadian pop,0,0,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,4,Neutral,1
568,Kickstart My Heart,Mötley Crüe,1989,glam metal,0,77,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,4,Neutral,2
569,Dirty Deeds Done Dirt Cheap,AC/DC,1976,australian rock,0,73,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,4,Neutral,2
570,Another One Bites The Dust,Queen,1980,classic rock,0,57,0.929,0.463,5,-9.353,0,0.146,0.108,0.292,0.145,0.778,109.899,4,Neutral,2
571,No Diggity,Blackstreet,1996,boy band,0,76,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4,Neutral,2
571,No Diggity,Dr. Dre,1996,boy band,0,76,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4,Neutral,2
571,No Diggity,Queen Pen,1996,boy band,0,76,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4,Neutral,2
572,Mama Said Knock You Out,LL Cool J,1990,east coast hip hop,1,63,0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,4,Neutral,0
573,Mississippi Queen,Mountain,1970,album rock,0,69,0.581,0.624,9,-8.346,1,0.0777,0.0987,0,0.0411,0.637,139.714,4,Neutral,6
574,Takin' It to the Streets,The Doobie Brothers,1976,album rock,0,40,0.641,0.481,0,-15.68,1,0.0316,0.205,3.03E-06,0.0752,0.921,146.255,4,Neutral,5
574,Takin' It to the Streets,James Taylor,1976,album rock,0,40,0.641,0.481,0,-15.68,1,0.0316,0.205,3.03E-06,0.0752,0.921,146.255,4,Neutral,5
575,Brown Sugar - 2009 Remaster,The Rolling Stones,1971,british invasion,0,69,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,4,Neutral,5
576,Dr. Feelgood,Mötley Crüe,1989,glam metal,0,0,0.53,0.952,2,-5.105,1,0.0577,0.000837,0.0119,0.262,0.433,110.98,4,Neutral,1
577,Wild Side,Mötley Crüe,1987,glam metal,0,65,0.596,0.896,0,-4.635,1,0.0382,0.00742,0.00057,0.372,0.456,115.092,4,Neutral,5
578,Smooth Sailing,Queens of the Stone Age,2013,alternative metal,0,0,0.587,0.874,2,-3.597,1,0.0544,0.0546,0.000452,0.0511,0.469,95.017,4,Neutral,1
579,Looks That Kill,Mötley Crüe,1983,glam metal,0,62,0.485,0.945,0,-5.954,1,0.0402,0.0033,0.00525,0.0997,0.731,135.957,4,Neutral,5
580,Sweet Emotion,Aerosmith,1975,album rock,0,73,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,4,Neutral,6
581,Shout At The Devil,Mötley Crüe,1983,glam metal,0,66,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,4,Neutral,5
582,Welcome To The Jungle,Guns N' Roses,1987,glam metal,0,0,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,4,Neutral,1
583,Down On The Corner,Creedence Clearwater Revival,1969,classic rock,0,72,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,4,Neutral,5
584,Rock You Like A Hurricane,Scorpions,1984,album rock,0,0,0.482,0.601,7,-12.846,1,0.0486,0.00853,0.000187,0.249,0.774,125.619,4,Neutral,1
585,Rebel Yell,Billy Idol,1983,album rock,0,72,0.53,0.864,4,-4.948,0,0.061,0.000753,0.000459,0.354,0.484,166.312,4,Neutral,2
586,Virtual Insanity - Remastered,Jamiroquai,2006,dance pop,0,0,0.659,0.949,6,-4.682,1,0.105,0.123,0,0.133,0.512,92.025,4,Neutral,1
587,Summertime,DJ Jazzy Jeff & The Fresh Prince,1991,gangster rap,0,62,0.677,0.539,7,-14.439,1,0.063,0.0455,1.84E-06,0.845,0.469,95.116,4,Neutral,6
588,Gettin' Jiggy Wit It,Will Smith,1998,hip hop,0,0,0.866,0.905,6,-3.759,1,0.144,0.0223,0,0.223,0.845,107.874,4,Neutral,1
589,Miami,Will Smith,2002,hip hop,0,39,0.886,0.588,1,-4.531,1,0.117,0.0418,1.26E-05,0.0515,0.907,108.159,4,Neutral,5
590,Just What I Needed,The Cars,1978,album rock,0,70,0.619,0.579,4,-9.307,1,0.0473,0.0152,6.40E-05,0.0858,0.69,127.224,4,Neutral,5
591,Self Esteem,The Offspring,2005,alternative metal,0,7,0.458,0.912,5,-3.666,1,0.0618,0.0173,0,0.363,0.611,104.522,4,Neutral,1
592,Turn Up The Radio,Autograph,2007,album rock,0,36,0.608,0.861,11,-4.299,1,0.0283,0.000571,0.00143,0.166,0.733,112.123,4,Neutral,6
593,Feel Me Flow,Naughty By Nature,1995,east coast hip hop,0,0,0.805,0.754,8,-6.679,0,0.156,0.0468,1.79E-06,0.0855,0.844,90.214,4,Neutral,2
594,Sunshine,Atmosphere,2007,alternative hip hop,0,0,0.852,0.572,1,-5.086,1,0.149,0.147,2.62E-06,0.186,0.569,90.939,4,Neutral,1
595,Yesterday,Atmosphere,2008,alternative hip hop,0,0,0.849,0.531,7,-5.534,1,0.258,0.524,0,0.0693,0.77,91.927,4,Neutral,1
596,I Can,Nas,2002,conscious hip hop,0,58,0.837,0.885,6,-3.914,0,0.182,0.103,0,0.0666,0.694,95.313,4,Neutral,2
597,The Kids Aren't Alright,The Offspring,1998,alternative metal,0,78,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81E-05,0.0579,0.766,99.607,4,Neutral,5
598,Steal My Sunshine,LEN,1999,canadian rock,0,59,0.412,0.829,4,-11.112,1,0.529,0.394,0,0.108,0.677,191.476,4,Neutral,5
599,All The Small Things,blink-182,1999,pop punk,0,1,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,4,Neutral,1
600,What's My Age Again?,blink-182,1999,pop punk,0,0,0.403,0.956,6,-7.376,1,0.0732,0.017,7.09E-05,0.0893,0.561,157.706,4,Neutral,1
601,Trick Or Treat,Fastway,1987,album rock,0,27,0.513,0.6,5,-11.294,0,0.0438,0.00964,5.21E-06,0.343,0.371,124.22,4,Neutral,2
602,"Knock 'Em Dead, Kid",Mötley Crüe,1983,glam metal,0,51,0.574,0.961,9,-6.223,0,0.0506,0.0077,0.224,0.432,0.554,139.839,4,Neutral,2
603,California Love - Original Version,2Pac,1998,g funk,0,56,0.767,0.856,7,-2.715,1,0.041,0.0303,1.91E-06,0.36,0.747,91.535,4,Neutral,6
603,California Love - Original Version,Roger,1998,g funk,0,56,0.767,0.856,7,-2.715,1,0.041,0.0303,1.91E-06,0.36,0.747,91.535,4,Neutral,6
603,California Love - Original Version,Dr. Dre,1998,g funk,0,56,0.767,0.856,7,-2.715,1,0.041,0.0303,1.91E-06,0.36,0.747,91.535,4,Neutral,6
604,Sweet Soul Sister,The Cult,1989,album rock,0,0,0.44,0.866,5,-9.245,1,0.0629,0.124,0.0101,0.159,0.152,93.027,4,Neutral,1
605,The Kids Are Back,Twisted Sister,1983,album rock,0,57,0.557,0.843,0,-4.338,1,0.131,0.00366,1.83E-06,0.218,0.547,138.339,4,Neutral,5
606,Pump Up The Jam,Technotronic,1989,eurodance,0,68,0.885,0.844,10,-9.225,0,0.0733,0.0147,4.49E-06,0.0494,0.715,124.602,4,Neutral,2
607,I Want It All - Remastered 2011,Queen,1989,classic rock,0,52,0.414,0.842,11,-5.698,0,0.0483,0.025,2.45E-06,0.374,0.392,92.09,4,Neutral,2
608,The Party Has Just Begun,Freestyle,2005,opm,0,0,0.867,0.578,5,-11.949,0,0.0841,0.00648,0.0428,0.287,0.425,126.612,4,Neutral,2
609,Planet Rock,Afrika Bambaataa,1982,bronx hip hop,0,0,0.915,0.807,6,-9.636,0,0.13,0.011,0.000122,0.201,0.708,127.35,4,Neutral,2
609,Planet Rock,Afrika Bambaataa & The Soulsonic Force,1982,bronx hip hop,0,0,0.915,0.807,6,-9.636,0,0.13,0.011,0.000122,0.201,0.708,127.35,4,Neutral,2
610,This Is How We Do It,Montell Jordan,1995,hip hop,0,66,0.799,0.623,0,-9.374,1,0.0812,0.0141,0,0.43,0.773,103.649,4,Neutral,5
