title,all_artists,release_date,explicit,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion 
Geen Centen Maar Spullen,"['Donnie', 'Frans Bauer']",2020,False,42,0.57,0.777,8,-7.329,1,0.216,0.205,1.4e-05,0.411,0.965,110.058,4,Surprise
What A Man Gotta Do,['Jonas Brothers'],2020,False,75,0.852,0.698,9,-7.206,1,0.0629,0.00839,1.03e-06,0.0773,0.324,113.039,4,Surprise
My Oh My (feat. DaBaby),"['Camila Cabello', 'DaBaby']",2019,False,78,0.724,0.491,8,-6.024,1,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,4,Surprise
Crazy In Love (feat. Jay-Z),"['Beyoncé', 'JAY-Z']",2003,False,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0,0.0715,0.681,99.165,4,Surprise
Fuifje,['DoeMaarDave'],2019,False,0,0.794,0.928,7,-6.356,1,0.0648,0.221,0.000167,0.431,0.963,129.938,4,Surprise
"I'll Be There for You (Theme from ""Friends')",['The Rembrandts'],1995,False,56,0.258,0.919,9,-6.927,1,0.0809,0.065,0,0.279,0.636,93.62,4,Surprise
Let's Get Loud,['Jennifer Lopez'],1999,False,68,0.82,0.937,5,-4.81,0,0.0549,0.135,0.000122,0.35,0.906,130.992,4,Surprise
U Can't Touch This,['MC Hammer'],1990,False,74,0.867,0.517,11,-13.222,0,0.0875,0.00456,0.000339,0.0864,0.866,133.148,4,Surprise
Low (feat. T-Pain),"['Flo Rida', 'T-Pain']",2008,False,82,0.918,0.609,10,-5.64,0,0.0791,0.0928,0,0.139,0.304,128.008,4,Surprise
Girl on Fire,['Alicia Keys'],2012,False,77,0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,4,Surprise
Never Had A Dream Come True,['S Club 7'],2000,False,51,0.636,0.531,5,-5.593,1,0.0273,0.508,0,0.0952,0.496,122.918,4,Surprise
Cha Cha Slide - Original Live Platinum Band Mix,['DJ Casper'],2004,False,54,0.978,0.695,6,-5.746,1,0.213,0.00126,5.01e-05,0.284,0.496,122.027,4,Surprise
Down,"['Jay Sean', 'Lil Wayne']",2009,False,0,0.654,0.684,2,-4.509,1,0.032,0.0108,0,0.0768,0.7,66.001,4,Surprise
Eye of the Tiger,['Survivor'],1982,False,74,0.815,0.438,0,-14.522,0,0.0346,0.216,0.000466,0.0787,0.552,108.965,4,Surprise
Bring It All Back,['S Club 7'],1999,False,0,0.675,0.895,4,-4.904,1,0.0484,0.319,0,0.369,0.824,108.093,4,Surprise
We like to Party! (The Vengabus),['Vengaboys'],2000,False,1,0.785,0.931,8,-4.813,1,0.0465,0.0148,0.637,0.0459,0.969,135.986,4,Surprise
Y.M.C.A.,['Village People'],1978,False,63,0.75,0.785,6,-10.926,1,0.0591,0.0278,0,0.0601,0.752,126.361,4,Surprise
One Less Lonely Girl,['Justin Bieber'],2010,False,28,0.58,0.75,4,-4.421,1,0.194,0.159,0,0.274,0.728,86.938,4,Surprise
Macarena,['Los Del Rio'],1996,False,59,0.927,0.721,8,-12.561,1,0.0908,0.422,4.36e-05,0.0422,0.965,103.018,4,Surprise
Milkshake,['Kelis'],2003,False,68,0.881,0.774,1,-6.068,1,0.0439,0.00986,0.0346,0.206,0.759,112.968,4,Surprise
"Honey, I'm Good.",['Andy Grammer'],2014,False,71,0.752,0.775,9,-7.289,1,0.0546,0.0324,0,0.351,0.595,122.014,4,Surprise
Waterfalls,['TLC'],1994,False,72,0.769,0.505,1,-7.345,1,0.0829,0.311,7.49e-05,0.0777,0.757,171.804,4,Surprise
Genie in a Bottle,['Christina Aguilera'],1999,False,0,0.633,0.792,1,-6.968,1,0.149,0.185,0.000185,0.152,0.918,175.795,4,Surprise
Bagagedrager,"['Gers Pardoel', 'Sef']",2011,False,53,0.889,0.725,7,-7.134,1,0.165,0.164,0,0.124,0.612,105.003,4,Surprise
Ik Neem Je Mee,['Gers Pardoel'],2011,False,56,0.701,0.66,3,-7.476,1,0.248,0.184,0,0.115,0.389,62.55,4,Surprise
"Defying Gravity - From ""Wicked"" Original Broadway Cast Recording/2003","['Kristin Chenoweth', 'Idina Menzel']",2004,False,56,0.333,0.377,6,-8.282,1,0.0343,0.722,0,0.0333,0.245,87.613,4,Surprise
Never Seen the Rain,['Tones And I'],2019,False,59,0.491,0.461,6,-5.646,0,0.0424,0.44,0,0.232,0.32,87.808,4,Surprise
No Air (feat. Chris Brown),"['Jordin Sparks', 'Chris Brown']",2007,False,71,0.466,0.759,8,-4.978,0,0.199,0.0521,0,0.0587,0.328,160.033,4,Surprise
Does Your Mother Know - From 'Mamma Mia!' Original Motion Picture Soundtrack,"['Christine Baranski', 'Philip Michael']",2008,False,0,0.74,0.899,9,-4.461,1,0.0321,0.0259,5.92e-06,0.0373,0.965,133.922,4,Surprise
Bumpy Ride,['Mohombi'],2010,False,72,0.706,0.842,0,-4.628,0,0.038,0.0476,0,0.134,0.818,104.958,4,Surprise
Break Your Heart,['Taio Cruz'],2010,False,75,0.607,0.934,3,-4.217,1,0.0314,0.0327,0,0.0909,0.568,122.01,4,Surprise
Partition,['Beyoncé'],2014,True,60,0.412,0.441,11,-11.523,0,0.291,0.0296,0.0726,0.306,0.174,185.571,4,Surprise
Oh Please,['Tom Grennan'],2020,False,34,0.537,0.741,11,-5.14,0,0.0536,0.0585,0,0.399,0.456,146.046,4,Surprise
Big And Chunky,['will.i.am'],2008,False,0,0.963,0.8,6,-6.803,0,0.0964,0.139,0.000458,0.107,0.838,119.947,4,Surprise
Candy Shop,"['50 Cent', 'Olivia']",2005,True,79,0.614,0.574,11,-7.961,1,0.466,0.0253,3.2e-05,0.38,0.755,125.173,5,Surprise
On The Floor - Radio Edit,"['Jennifer Lopez', 'Pitbull']",2011,False,0,0.765,0.68,11,-6.306,1,0.0932,0.0953,0.0009,0.138,0.462,129.998,4,Surprise
Traag,"['Bizzey', 'Jozo', 'Kraantje Pappie']",2017,True,63,0.837,0.871,0,-4.319,1,0.0662,0.0929,0.02,0.099,0.646,99.992,4,Surprise
Helpless,"['Phillipa Soo', 'Original Broadway Cast of Hamilton']",2015,False,69,0.688,0.491,5,-7.494,1,0.269,0.334,0,0.0914,0.737,79.009,4,Surprise
Crazy Little Thing Called Love - Remastered 2011,['Queen'],1980,False,75,0.599,0.761,0,-6.887,1,0.0421,0.713,4.74e-06,0.349,0.712,77.015,4,Surprise
De Allermooiste Rotstad,['Hermes House Band'],2016,False,39,0.505,0.261,7,-10.505,1,0.0429,0.837,0,0.141,0.506,172.217,4,Surprise
Single Ladies (Put a Ring on It),['Beyoncé'],2008,False,68,0.426,0.584,1,-5.293,1,0.296,0.0383,0,0.192,0.272,193.438,4,Surprise
Call Me Maybe,['Carly Rae Jepsen'],2012,False,79,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4,Surprise
Ademnood,['Linda Roos & Jessica'],1996,False,47,0.7,0.592,10,-12.896,0,0.0431,0.0393,4.37e-05,0.0753,0.819,99.994,4,Surprise
Stop,['Spice Girls'],1997,False,69,0.722,0.845,2,-4.446,0,0.0308,0.287,0,0.0561,0.965,130.13,4,Surprise
Greased Lightnin',['John Travolta'],2008,False,52,0.541,0.684,0,-16.671,1,0.0475,0.186,0.15,0.202,0.947,158.567,4,Surprise
Everytime We Touch,['Cascade'],2011,False,55,0.644,0.993,8,-2.784,1,0.0688,0.0105,0,0.276,0.392,142.04,4,Surprise
My Humps,['Black Eyed Peas'],2005,False,68,0.802,0.682,1,-5.924,0,0.222,0.111,1.39e-05,0.109,0.586,123.95,4,Surprise
Ugly Heart,['G.R.L.'],2014,False,71,0.649,0.79,9,-5.529,1,0.0482,0.0167,0,0.255,0.458,124.993,4,Surprise
We Found Love,"['Rihanna', 'Calvin Harris']",2012,False,0,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986,4,Surprise
Party In The U.S.A.,['Miley Cyrus'],2009,False,79,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,4,Surprise
Bumperkleven,"['Freddy Moreira', 'Dylan Dos Santos', 'DJ Quinna']",2019,True,42,0.826,0.644,2,-6.058,1,0.0962,0.0253,0,0.678,0.409,100.0,4,Surprise
Ik Ga Zwemmen,['Mart Hoogkamer'],2021,False,69,0.471,0.891,1,-3.848,1,0.142,0.203,0,0.332,0.885,200.039,4,Surprise
Omlaag,"['Gio', 'Keizer', 'Freddy Moreira']",2015,True,53,0.772,0.925,10,-3.297,1,0.0442,0.0182,3.92e-05,0.286,0.742,105.226,4,Surprise
Only Girl (In The World),['Rihanna'],2010,False,75,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,4,Surprise
One Minute Man (feat. Ludacris),"['Missy Elliott', 'Ludacris']",2001,True,58,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839,4,Surprise
Mundian to Bach Ke,['Panjabi MC'],2003,False,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,4,Surprise
Beat It,['Michael Jackson'],1982,False,61,0.776,0.711,3,-9.03,0,0.0473,0.0242,0.000353,0.234,0.901,138.728,4,Neutral
I'm So Excited,['The Pointer Sisters'],1989,False,51,0.581,0.7,7,-10.723,0,0.0377,0.107,0.0031,0.118,0.924,182.415,4,Neutral
What I Like About You,['The Romantics'],1990,False,65,0.542,0.915,9,-9.637,1,0.0549,0.319,5.34e-05,0.171,0.92,159.81,4,Neutral
Down Under,['Men At Work'],1996,False,72,0.746,0.79,11,-4.7,0,0.0257,0.0485,0.0261,0.0534,0.891,107.231,4,Neutral
Should I Stay or Should I Go - Remastered,['The Clash'],1982,False,79,0.743,0.836,2,-6.465,1,0.116,0.0804,0,0.384,0.82,113.375,4,Neutral
We Built This City,['Starship'],1985,False,0,0.661,0.908,5,-4.897,1,0.039,0.052,0,0.0708,0.656,144.091,4,Neutral
Jump,['Van Halen'],1984,False,0,0.547,0.822,0,-7.201,1,0.0292,0.0745,0.00943,0.0645,0.774,130.138,4,Neutral
Rock the Casbah,['The Clash'],1982,False,4,0.793,0.83,9,-12.055,0,0.0687,0.329,0,0.106,0.841,129.046,4,Neutral
Burning Down the House,['Talking Heads'],1983,False,65,0.779,0.87,5,-13.141,0,0.0574,0.00644,0.0107,0.0399,0.555,102.689,4,Neutral
Walk This Way (feat. Aerosmith),"['Run–D.M.C.', 'Aerosmith']",1986,False,71,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,4,Neutral
White Wedding - Part 1 - 2001- Remaster,['Billy Idol'],1982,False,0,0.634,0.804,9,-6.74,1,0.0329,0.00363,0.00499,0.347,0.719,147.335,4,Neutral
Eye of the Tiger,['Survivor'],2006,False,52,0.824,0.556,0,-10.711,0,0.033,0.146,0.000394,0.0839,0.566,108.858,4,Neutral
Sharp Dressed Man - 2008 Remaster,['ZZ Top'],1983,False,73,0.601,0.859,5,-5.263,1,0.0276,0.000359,0.00124,0.0871,0.446,125.145,4,Neutral
Centerfold,['The J. Geils Band'],2011,False,43,0.677,0.863,0,-5.649,1,0.0433,0.236,0,0.258,0.875,114.328,4,Neutral
It's The End Of The World As We Know It (And I Feel Fine),['R.E.M.'],1987,False,69,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,4,Neutral
Round and Round,['Ratt'],1984,False,65,0.628,0.934,11,-6.026,1,0.0527,0.00682,1.11e-05,0.0852,0.491,126.538,4,Neutral
Living After Midnight,['Judas Priest'],1980,False,63,0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,4,Neutral
Rainbow in the Dark,['Dio'],1983,False,60,0.512,0.947,9,-5.659,0,0.0401,0.000692,0.114,0.0283,0.612,117.461,4,Neutral
Highway to Hell,['AC/DC'],1979,False,83,0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,4,Neutral
Runnin' With The Devil,['Van Halen'],1978,False,0,0.432,0.88,1,-5.769,0,0.0656,0.0206,0.000191,0.185,0.527,95.59,4,Neutral
Age of Consent - 2015 Remaster,['New Order'],1983,False,66,0.372,0.91,2,-5.559,1,0.0392,0.00101,0.0944,0.13,0.756,161.964,4,Neutral
Lovin' Every Minute of It,['Loverboy'],1985,False,53,0.523,0.69,9,-13.527,1,0.0414,0.21,0,0.243,0.845,173.266,4,Neutral
Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",2015,False,82,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,4,Neutral
Push It,['Salt-N-Pepa'],1986,False,0,0.926,0.6,7,-12.485,1,0.0883,0.00684,0.00187,0.0901,0.97,127.247,4,Neutral
Raise Your Hands,['Bon Jovi'],1986,False,0,0.451,0.957,2,-3.166,1,0.0471,0.0619,0.00213,0.07,0.519,136.31,4,Neutral
Paranoid - 2012 - Remaster,['Black Sabbath'],1970,False,70,0.412,0.658,4,-12.051,0,0.0708,4.52e-05,0.000774,0.176,0.454,163.071,4,Neutral
We Will Rock You - Remastered 2011,['Queen'],1977,False,69,0.693,0.497,2,-7.316,1,0.119,0.679,0,0.258,0.473,81.308,4,Neutral
"Mighty Wings - From ""Top Gun"" Original Soundtrack",['Cheap Trick'],1999,False,50,0.467,0.937,5,-8.285,1,0.0483,0.0269,0,0.235,0.848,158.071,4,Neutral
I Wanna Rock,['Twisted Sister'],1984,False,70,0.504,0.911,2,-2.97,1,0.0738,0.00512,0.0123,0.355,0.671,106.244,4,Neutral
Superstition,['Stevie Wonder'],2007,False,0,0.648,0.751,8,-8.582,1,0.0806,0.0182,0.000401,0.0418,0.863,100.437,4,Neutral
Rock the Night,['Europe'],1986,False,62,0.57,0.931,4,-5.78,0,0.0503,0.0429,0,0.375,0.4,105.37,4,Neutral
More Than a Feeling,['Boston'],1976,False,78,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,4,Neutral
Love Removal Machine,['The Cult'],1987,False,0,0.335,0.834,7,-7.829,1,0.0937,0.00205,0.000225,0.124,0.62,137.059,4,Neutral
Highway Star,['Deep Purple'],1972,False,58,0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,4,Neutral
I Can't Drive 55,['Sammy Hagar'],1984,False,62,0.537,0.645,9,-12.362,1,0.0308,0.00214,3.21e-05,0.0911,0.848,133.745,4,Neutral
Thunderstruck,['AC/DC'],1990,False,82,0.502,0.89,4,-5.175,1,0.0364,0.000147,0.0117,0.217,0.259,133.52,4,Neutral
Lookin' Out My Back Door,['Creedence Clearwater Revival'],1970,False,68,0.745,0.656,10,-6.393,1,0.0405,0.188,0.00337,0.0941,0.858,105.318,4,Neutral
Ramblin' Man,['Allman Brothers Band'],1973,False,0,0.309,0.831,1,-8.288,1,0.036,0.488,0.00304,0.286,0.934,181.145,4,Neutral
She Came On,['Super Deluxe'],2005,False,20,0.366,0.903,4,-5.421,1,0.0625,0.000936,0,0.345,0.678,157.177,4,Neutral
We Want Eazy,"['Eazy-E', 'MC Ren', 'Dr. Dre']",1988,False,20,0.742,0.78,7,-7.279,1,0.225,0.0258,0,0.366,0.513,95.104,4,Neutral
Immigrant Song - 1990 Remaster,['Led Zeppelin'],1970,False,3,0.574,0.926,11,-10.79,1,0.0562,0.00031,0.478,0.386,0.609,113.097,4,Neutral
Real World,['Matchbox Twenty'],1996,False,61,0.504,0.761,10,-5.446,1,0.0437,0.00628,0,0.0892,0.884,117.999,4,Neutral
Wild Child,['W.A.S.P.'],1985,False,0,0.357,0.897,1,-6.37,1,0.0452,0.00938,0.00107,0.318,0.406,146.272,4,Neutral
You Give Love A Bad Name,['Bon Jovi'],1986,False,0,0.537,0.959,0,-3.002,0,0.0557,0.0704,1.8e-06,0.382,0.828,122.806,4,Neutral
You've Got Another Thing Coming,['Judas Priest'],1982,False,66,0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,4,Neutral
Hang Tough,['Tesla'],1989,False,41,0.375,0.856,11,-8.334,0,0.0614,0.041,1.44e-06,0.0949,0.205,91.049,4,Neutral
U Can't Touch This,['MC Hammer'],2008,False,27,0.863,0.462,11,-15.241,0,0.0884,0.00336,0.000875,0.0959,0.853,133.16,4,Neutral
Jump,['Kris Kross'],2014,False,27,0.75,0.83,2,-7.791,1,0.154,0.000532,0.000722,0.339,0.474,101.97,4,Neutral
Learn to Fly,['Foo Fighters'],2014,False,28,0.439,0.931,11,-2.59,0,0.0473,1.92e-05,1.21e-05,0.193,0.527,135.944,4,Neutral
Rapper's Delight,['The Sugarhill Gang'],2005,False,54,0.9,0.845,11,-7.306,0,0.257,0.465,0,0.0724,0.914,111.187,4,Neutral
The Boys Are Back In Town,['Thin Lizzy'],1976,False,73,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,4,Neutral
Danger On the Track,['Europe'],1986,False,40,0.532,0.861,6,-5.111,0,0.0533,0.0855,0,0.118,0.513,96.842,4,Neutral
Safe And Sound,['Capital Cities'],2013,False,82,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,Neutral
Oye Como Va,['Santana'],1970,False,0,0.736,0.379,7,-13.208,1,0.0539,0.301,0.345,0.104,0.948,128.399,4,Neutral
Hip To Be Square,['Huey Lewis & The News'],1986,False,66,0.668,0.779,9,-11.089,1,0.0325,0.0025,0.000347,0.139,0.963,140.873,4,Neutral
"The Future's So Bright, I Gotta Wear Shades",['Timbuk 3'],2006,False,40,0.648,0.743,7,-10.998,1,0.0459,0.0454,0.0606,0.479,0.957,157.915,4,Neutral
Nothin' But A Good Time - Remastered 2006,['Poison'],2009,False,49,0.57,0.973,1,-2.771,1,0.0763,0.0182,0,0.203,0.557,129.073,4,Neutral
Panama - 2015 Remaster,['Van Halen'],1984,False,72,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,4,Neutral
Twistin' the Night Away,['Sam Cooke'],1962,False,62,0.458,0.801,9,-7.83,1,0.0565,0.691,0,0.328,0.93,160.547,4,Neutral
We're Not Gonna Take It,['Twisted Sister'],1984,False,73,0.502,0.924,4,-6.299,1,0.0503,0.0127,0,0.162,0.922,149.186,4,Neutral
"Living in America - From ""Rocky IV"" Soundtrack",['James Brown'],1985,False,55,0.754,0.854,0,-7.114,1,0.0363,0.00148,0.00692,0.0675,0.761,113.908,4,Neutral
Peace of Mind,['Boston'],1976,False,68,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,4,Neutral
Masters and Slaves,['Y&T'],1984,False,0,0.477,0.94,7,-4.838,0,0.066,0.000702,3.61e-05,0.467,0.461,125.842,4,Neutral
Bad Moon Rising,['Creedence Clearwater Revival'],1969,False,0,0.641,0.774,2,-5.916,1,0.0278,0.0543,1.05e-05,0.0473,0.942,89.787,4,Neutral
No One Like You,['Scorpions'],1982,False,64,0.505,0.631,9,-10.433,0,0.038,0.0203,2.21e-05,0.141,0.835,118.178,4,Neutral
Fortunate Son,['Creedence Clearwater Revival'],1969,False,80,0.64,0.663,0,-7.516,1,0.0374,0.201,0.00806,0.152,0.663,132.77,4,Neutral
(I Can't Get No) Satisfaction - Mono Version,['The Rolling Stones'],1965,False,77,0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,4,Neutral
I Fought the Law,['The Clash'],2013,False,62,0.526,0.9,2,-6.815,1,0.0545,0.00539,4.12e-05,0.14,0.883,151.279,4,Neutral
Working Man,['Rush'],1974,False,60,0.202,0.835,9,-11.04,1,0.0599,0.00383,0.0388,0.126,0.661,156.883,4,Neutral
Limelight,['Rush'],1981,False,64,0.581,0.854,1,-8.485,0,0.0428,0.00197,0.0013,0.111,0.788,131.18,4,Neutral
Tom Sawyer,['Rush'],1981,False,71,0.536,0.901,9,-7.211,1,0.0374,0.00145,0.0186,0.06,0.666,87.559,4,Neutral
One Piece at a Time,"['Johnny Cash', 'Tennessee Three']",1976,False,57,0.721,0.539,10,-14.064,1,0.351,0.685,0,0.282,0.963,102.648,4,Neutral
Hip Hop Hooray,['Naughty By Nature'],1993,False,0,0.862,0.642,6,-13.652,0,0.101,0.102,0,0.272,0.765,99.201,4,Neutral
O.P.P,['Naughty By Nature'],1991,False,0,0.848,0.838,4,-11.949,0,0.0723,0.0326,4.63e-06,0.124,0.774,97.735,4,Neutral
I Wish,['Skee-Lo'],1995,False,64,0.669,0.809,7,-7.146,1,0.147,0.00137,0,0.38,0.572,97.885,4,Neutral
Same Song - Edit Version,['Digital Underground'],2003,False,0,0.813,0.687,1,-10.178,1,0.152,0.0562,0,0.113,0.733,103.196,4,Neutral
All Day And All Of The Night,['The Kinks'],2009,False,0,0.552,0.957,7,-5.0,1,0.108,0.455,0.000161,0.0665,0.533,136.975,4,Neutral
Motownphilly,['Boyz II Men'],1991,False,59,0.754,0.857,2,-9.699,1,0.0605,0.0143,2.14e-05,0.278,0.785,114.144,4,Neutral
Rock Around the Clock,['Johnny Farago'],2011,False,44,0.538,0.614,2,-8.054,1,0.143,0.553,0.156,0.0756,0.811,181.889,4,Neutral
Roll Over Beethoven - Single Version,['Chuck Berry'],2006,False,0,0.722,0.88,3,-6.559,1,0.207,0.834,0,0.275,0.837,92.644,4,Neutral
Blitzkrieg Bop - 2016 Remaster,['Ramones'],1976,False,71,0.385,0.783,9,-2.533,1,0.233,0.000269,0.47,0.108,0.902,176.701,4,Neutral
Kung Fu Fighting,['Carl Douglas'],2001,False,68,0.598,0.673,2,-10.431,1,0.0693,0.0422,6.84e-05,0.289,0.59,102.035,4,Neutral
Bring The Noise,"['Anthrax', 'Public Enemy']",1991,False,55,0.601,0.831,2,-8.582,1,0.17,0.00086,0,0.102,0.296,120.962,4,Neutral
The House Is Rockin',['Stevie Ray Vaughan'],2006,False,33,0.336,0.941,4,-8.606,1,0.0455,0.107,0.00431,0.316,0.932,172.333,4,Neutral
(Your Love Keeps Lifting Me) Higher & Higher,['Jackie Wilson'],2006,False,67,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,4,Neutral
Kryptonite,['3 Doors Down'],2000,False,79,0.545,0.865,11,-5.708,0,0.0286,0.00664,1.1e-05,0.168,0.543,99.009,4,Neutral
Peaches,['The Presidents Of The United States Of America'],1995,False,64,0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,4,Neutral
Rock And Roll All Nite,['KISS'],1975,False,75,0.654,0.929,1,-5.906,1,0.0998,0.0468,0,0.0539,0.902,144.774,4,Neutral
Detroit Rock City,['KISS'],1988,False,59,0.479,0.847,0,-11.036,0,0.0984,0.00884,0.000206,0.144,0.317,90.654,4,Neutral
Think,"['The Blues Brothers', 'Aretha Franklin']",1980,False,55,0.653,0.836,5,-5.594,1,0.188,0.495,0.000232,0.24,0.713,128.628,4,Neutral
"Signed, Sealed, Delivered (I'm Yours)",['Stevie Wonder'],1970,False,0,0.672,0.595,5,-11.227,1,0.0331,0.0518,0,0.0882,0.871,108.897,4,Neutral
Disco Inferno,['The Trammps'],2016,False,61,0.676,0.704,10,-8.534,1,0.0329,0.000362,0.0709,0.139,0.812,129.594,4,Neutral
Takin' Care Of Business,['Bachman-Turner Overdrive'],2005,False,0,0.734,0.794,10,-12.107,1,0.0659,0.0782,3.01e-06,0.156,0.962,132.028,4,Neutral
Heavy Metal Love,['Helix'],2010,False,22,0.429,0.846,6,-7.103,0,0.0696,0.000272,0.000505,0.647,0.769,123.927,4,Neutral
Jungle Boogie,['Kool & The Gang'],1973,False,0,0.806,0.838,5,-8.717,1,0.114,0.103,0.000171,0.315,0.706,107.898,4,Neutral
Ain't No Mountain High Enough,"['Marvin Gaye', 'Tammi Terrell']",1967,False,0,0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.8,129.991,4,Neutral
Centerfield,['John Fogerty'],1985,False,0,0.81,0.928,7,-5.319,1,0.0491,0.155,1.47e-06,0.0598,0.973,142.405,4,Neutral
The Stroke - Remastered,['Billy Squier'],1981,False,68,0.67,0.591,7,-6.012,1,0.0646,0.62,0,0.373,0.8,91.439,4,Neutral
Fool for the City,['Foghat'],1975,False,43,0.348,0.977,0,-2.113,1,0.131,0.000496,0.000642,0.239,0.463,140.046,4,Neutral
"When the Going Gets Tough, The Tough Get Going",['Billy Ocean'],2010,False,64,0.755,0.763,4,-6.318,1,0.0473,0.405,0,0.318,0.932,122.045,4,Neutral
1985,['Bowling For Soup'],2004,False,57,0.607,0.878,4,-4.422,1,0.0665,0.000246,0,0.337,0.853,119.955,4,Neutral
When I Come Around,['Green Day'],1994,False,74,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,4,Neutral
One Week,['Barenaked Ladies'],1998,False,0,0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,4,Neutral
Kickstart My Heart,['Mötley Crüe'],1989,False,77,0.359,0.981,7,-3.622,0,0.303,0.00125,0.00236,0.284,0.271,178.98,4,Neutral
Dirty Deeds Done Dirt Cheap,['AC/DC'],1976,False,73,0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,4,Neutral
Another One Bites The Dust,['Queen'],1980,False,57,0.929,0.463,5,-9.353,0,0.146,0.108,0.292,0.145,0.778,109.899,4,Neutral
No Diggity,"['Blackstreet', 'Dr. Dre', 'Queen Pen']",1996,False,76,0.867,0.646,1,-4.674,0,0.288,0.303,0,0.279,0.67,88.634,4,Neutral
Mama Said Knock You Out,['LL Cool J'],1990,True,63,0.791,0.759,10,-7.378,0,0.129,0.0314,0.674,0.255,0.619,102.382,4,Neutral
Mississippi Queen,['Mountain'],1970,False,69,0.581,0.624,9,-8.346,1,0.0777,0.0987,0,0.0411,0.637,139.714,4,Neutral
Takin' It to the Streets,"['The Doobie Brothers', 'James Taylor']",1976,False,40,0.641,0.481,0,-15.68,1,0.0316,0.205,3.03e-06,0.0752,0.921,146.255,4,Neutral
Brown Sugar - 2009 Remaster,['The Rolling Stones'],1971,False,69,0.633,0.934,0,-3.594,1,0.0344,0.219,0.00021,0.0592,0.963,128.606,4,Neutral
Dr. Feelgood,['Mötley Crüe'],1989,False,0,0.53,0.952,2,-5.105,1,0.0577,0.000837,0.0119,0.262,0.433,110.98,4,Neutral
Wild Side,['Mötley Crüe'],1987,False,65,0.596,0.896,0,-4.635,1,0.0382,0.00742,0.00057,0.372,0.456,115.092,4,Neutral
Smooth Sailing,['Queens of the Stone Age'],2013,False,0,0.587,0.874,2,-3.597,1,0.0544,0.0546,0.000452,0.0511,0.469,95.017,4,Neutral
Looks That Kill,['Mötley Crüe'],1983,False,62,0.485,0.945,0,-5.954,1,0.0402,0.0033,0.00525,0.0997,0.731,135.957,4,Neutral
Sweet Emotion,['Aerosmith'],1975,False,73,0.38,0.76,9,-10.961,1,0.0378,0.00298,0.0294,0.104,0.491,99.437,4,Neutral
Shout At The Devil,['Mötley Crüe'],1983,False,66,0.489,0.953,0,-4.615,1,0.0858,0.02,0.00021,0.113,0.447,94.443,4,Neutral
Welcome To The Jungle,"[""Guns N' Roses""]",1987,False,0,0.445,0.955,8,-8.027,1,0.0856,0.0326,0.284,0.317,0.336,123.343,4,Neutral
Down On The Corner,['Creedence Clearwater Revival'],1969,False,72,0.858,0.544,0,-9.289,1,0.0751,0.583,0.00109,0.0707,0.874,108.217,4,Neutral
In da Club (Clean Version),['The Hit Co.'],2007,True,0,0.893,0.757,1,-6.897,0,0.162,0.137,0,0.0735,0.962,89.996,4,Neutral
